id,refseq,uniprot,gene,chrom,start,end
A_23_P384517,NM_004130,P46976,,,,
A_23_P384532,NM_145020,Q96M91,,,,
A_23_P384551,ENST00000370520,,,,,
A_23_P38457,NM_020791,A0A024QZ70,,,,
A_23_P384635,NM_173543,Q8IYY4,,,,
A_23_P384650,NM_138454,Q96CM4,,,,
A_23_P38468,NM_014604,O14907,,,,
A_23_P384698,ENST00000326237,,,,,
A_23_P384748,NM_172069,Q8IVE3,,,,
A_23_P384761,NM_002052,B3KUF4,,,,
A_23_P38482,NM_024297,Q9BUL5,,,,
A_23_P384857,NP274062,,,,,
A_23_P3849,NM_016292,Q12931,,,,
A_23_P38497,NM_003562,Q02978,,,,
A_23_P385017,NM_000151,P35575,,,,
A_23_P385034,NM_001949,O00716,,,,
A_23_P38505,NM_022059,,,,,
A_23_P385063,NM_058246,,,,,
A_23_P385067,NM_053277,Q96NY7,,,,
A_23_P385081,NM_005697,O15127,,,,
A_23_P385105,NM_032726,Q9BRC7,,,,
A_23_P385126,NM_139160,Q96QD5,,,,
A_23_P385199,NM_173641,Q8N289,,,,
A_23_P385206,NM_177424,Q86Y82,,,,
A_23_P385217,NM_018184,A0A024R2D4,,,,
A_23_P385246,NM_153331,Q8NC69,,,,
A_23_P385263,NM_015557,Q8TDI0,,,,
A_23_P385322,NM_020799,Q96FJ0,,,,
A_23_P38537,NM_005557,P08779,,,,
A_23_P385427,NP111954,,,,,
A_23_P385500,NM_178841,Q96A37,,,,
A_23_P3856,NM_153688,Q6P2D0,,,,
A_23_P38567,NM_152904,,,,,
A_23_P385690,NM_033131,P56704,,,,
A_23_P385766,NM_145865,Q8N8V4,,,,
A_23_P385771,NM_152911,,,,,
A_23_P385790,NM_174901,A0A024RBW5,,,,
A_23_P385835,NM_018971,F1DAM3,,,,
A_23_P38584,NM_181537,Q7Z3Y8,,,,
A_23_P385843,NM_139074,Q9H1M4,,,,
A_23_P385861,NM_152562,Q69YH5,,,,
A_23_P385911,NM_001145314,,,,,
A_23_P385938,NM_175854,Q58A45,,,,
A_23_P38603,NM_032524,Q9BYR3,,,,
A_23_P386168,NM_178511,C9JVW0,,,,
A_23_P38618,NM_004278,Q9Y2B2,,,,
A_23_P386241,NM_001042353,Q9BQ89,,,,
A_23_P386254,NM_001189,P78367,,,,
A_23_P386268,NM_178497,Q17RF5,,,,
A_23_P386310,NM_021624,Q9H3N8,,,,
A_23_P386320,NM_033316,Q53XS6,,,,
A_23_P38634,NM_003555,P47890,,,,
A_23_P386356,NM_138424,B1ALC3,,,,
A_23_P386364,NM_144657,Q7Z353,,,,
A_23_P386384,NM_152377,Q8N0U7,,,,
A_23_P386411,NM_005038,E5KN55,,,,
A_23_P386420,NM_001516,Q13889,,,,
A_23_P386442,NR_022006,,,,,
A_23_P386450,NM_016218,A0A024RAP4,,,,
A_23_P386478,NM_024873,Q96KP6,,,,
A_23_P38649,NM_000529,Q01718,,,,
A_23_P386561,NM_001002926,Q3B726,,,,
A_23_P386764,NM_020438,A0A024R8B5,,,,
A_23_P38677,NM_006553,Q96N28,,,,
A_23_P386888,NM_005577,,,,,
A_23_P386905,NM_025241,Q9BZV1,,,,
A_23_P386912,NM_021139,P06133,,,,
A_23_P386942,NM_145173,O95057,,,,
A_23_P38696,NM_004948,Q08554,,,,
A_23_P386964,NM_152543,Q96LM5,,,,
A_23_P386973,NM_172238,Q7Z6R9,,,,
A_23_P387000,NM_173683,Q5GH73,,,,
A_23_P387031,NM_173465,Q86Y22,,,,
A_23_P387045,NM_174923,Q8WV48,,,,
A_23_P387057,NM_178014,P07437,,,,
A_23_P387071,NM_052857,Q96NB3,,,,
A_23_P387184,NM_020464,Q5SYE7,,,,
A_23_P38723,NM_015295,A6NHR9,,,,
A_23_P38732,NM_001792,A0A024RC42,,,,
A_23_P38735,NM_021153,Q9H159,,,,
A_23_P387471,NM_005931,Q29980,,,,
A_23_P387523,NM_001083621,B3KR52,,,,
A_23_P387537,NM_024082,Q9BZD7,,,,
A_23_P387552,NM_000966,A8K3H3,,,,
A_23_P387585,NR_026595,,,,,
A_23_P387630,NM_014725,Q92502,,,,
A_23_P387656,NM_019114,Q59GC2,,,,
A_23_P38784,NM_014385,Q9Y286,,,,
A_23_P387943,NM_032982,P42575,,,,
A_23_P38795,NM_002029,P21462,,,,
A_23_P388061,NM_000794,P21728,,,,
A_23_P388124,NM_005164,Q9UBJ2,,,,
A_23_P38813,NM_207333,A2RRD8,,,,
A_23_P388146,BC011243,,,,,
A_23_P388150,NM_032562,Q9BX93,,,,
A_23_P388168,NM_002867,P20337,,,,
A_23_P388190,NM_033081,,,,,
A_23_P388220,NM_173848,B3KT61,,,,
A_23_P38830,NM_024762,Q9H707,,,,
A_23_P388301,BC040859,,,,,
A_23_P388331,NM_001187,Q13072,,,,
A_23_P388379,NM_207303,Q4G0Y2,,,,
A_23_P388433,NM_001170330,Q8WVX3,,,,
A_23_P38864,NM_006423,Q9UI14,,,,
A_23_P388670,NM_000895,P09960,,,,
A_23_P388681,NM_001419,Q15717,,,,
A_23_P388780,NM_019100,Q9NPF5,,,,
A_23_P388812,NM_152515,Q8IYA6,,,,
A_23_P388855,NM_012330,B2RWN8,,,,
A_23_P388871,NM_175054,,,,,
A_23_P388900,NM_018420,Q8IZD6,,,,
A_23_P388921,NM_152638,Q8TC90,,,,
A_23_P388993,NM_033390,Q9C0D7,,,,
A_23_P389102,NM_015194,O94832,,,,
A_23_P389118,NM_001025356,,,,,
A_23_P389141,NM_144990,Q499Z3,,,,
A_23_P389250,NM_001145010,A6NFE2,,,,
A_23_P389281,NM_000522,P31271,,,,
A_23_P389371,NM_054031,Q96LB0,,,,
A_23_P389391,NM_005072,Q9UP95,,,,
A_23_P389465,NM_173598,E9PB13,,,,
A_23_P389500,NM_006507,P48304,,,,
A_23_P38952,NM_133492,Q8TDN7,,,,
A_23_P389525,NM_152516,Q8N668,,,,
A_23_P389532,NM_152462,Q8N808,,,,
A_23_P389588,NM_030756,Q6FHW4,,,,
A_23_P38959,NM_005428,B2R8B5,,,,
A_23_P389692,NM_020776,Q86T90,,,,
A_23_P389897,NM_002507,P08138,,,,
A_23_P389907,NM_002973,Q99700,,,,
A_23_P389919,NM_133330,,,,,
A_23_P389987,NM_016170,O43763,,,,
A_23_P390032,NM_153226,Q2M3R5,,,,
A_23_P390068,NM_173481,Q8IVT2,,,,
A_23_P390097,NM_152574,Q5VTQ0,,,,
A_23_P390116,NM_153023,A0A024RDM6,,,,
A_23_P390139,NM_153015,A0A024R9D4,,,,
A_23_P390148,NM_014636,Q5JS13,,,,
A_23_P390172,NM_021133,Q05823,,,,
A_23_P390190,NM_014089,Q9BVL2,,,,
A_23_P390209,ENST00000390593,,,,,
A_23_P39024,NM_032332,Q9BRX9,,,,
A_23_P39034,NM_003072,A7E2E1,,,,
A_23_P390384,NM_001037735,Q2M218,,,,
A_23_P390443,NM_001145176,A6NL88,,,,
A_23_P39050,NM_001080493,P16415,,,,
A_23_P390518,NM_003839,Q9Y6Q6,,,,
A_23_P390545,NM_014004,,,,,
A_23_P39056,NM_005046,A0A024R4H6,,,,
A_23_P390596,NM_006742,P11801,,,,
A_23_P390621,NM_145048,Q8N7B6,,,,
A_23_P390665,NM_173615,A6NCI4,,,,
A_23_P39067,NM_003121,A0A024R4I5,,,,
A_23_P390700,NM_001843,A0A024R104,,,,
A_23_P390704,NM_007271,A0A024RD18,,,,
A_23_P390722,NM_022347,Q9H496,,,,
A_23_P390726,NM_144725,Q6PF05,,,,
A_23_P390734,NM_015633,,,,,
A_23_P390744,NM_144600,Q96NB1,,,,
A_23_P39076,NM_006270,A0A024QZF2,,,,
A_23_P39088,NM_001536,H7C2I1,,,,
A_23_P390958,NR_001281,,,,,
A_23_P3911,NM_020405,Q8IUK5,,,,
A_23_P39110,NM_006666,Q9Y230,,,,
A_23_P39116,NM_000234,P18858,,,,
A_23_P391164,NM_032434,Q96ME7,,,,
A_23_P391228,NM_001031740,Q5VSG8,,,,
A_23_P391255,NM_174951,Q8IZU1,,,,
A_23_P391275,NM_013441,A0A024RAH2,,,,
A_23_P39131,NM_015710,Q9NZM5,,,,
A_23_P391396,NM_001005463,Q9H4W6,,,,
A_23_P391443,NM_020700,Q9ULR3,,,,
A_23_P391506,NM_006469,Q9Y6Y0,,,,
A_23_P391607,NM_152285,Q8N5I2,,,,
A_23_P391637,NM_020705,Q9ULP9,,,,
A_23_P391689,NM_001171155,P0DJ07,,,,
A_23_P39171,NM_033106,Q9UBC7,,,,
A_23_P391711,NM_000134,P12104,,,,
A_23_P391725,NM_001938,Q01658,,,,
A_23_P391764,NM_198679,Q13905,,,,
A_23_P391778,NM_012090,Q6ZSD7,,,,
A_23_P391844,NM_152632,Q6ZTR5,,,,
A_23_P39185,NM_138412,B3KVA3,,,,
A_23_P391857,NM_004452,O95718,,,,
A_23_P391926,NM_001008701,O94910,,,,
A_23_P392076,NM_014574,Q13033,,,,
A_23_P392126,NM_001076680,A8MSI8,,,,
A_23_P392222,NM_001040011,Q1ZZU3,,,,
A_23_P39223,NM_021088,Q9BSG1,,,,
A_23_P392317,NM_004745,Q9P1A6,,,,
A_23_P39237,NM_003407,M0QY76,,,,
A_23_P392384,NM_001185095,,,,,
A_23_P392402,NM_002062,P43220,,,,
A_23_P392429,NM_145756,Q96N95,,,,
A_23_P392470,NM_000901,B0ZBF6,,,,
A_23_P392476,NM_001145128,,,,,
A_23_P39251,NM_001013706,Q00G26,,,,
A_23_P39263,NM_173480,A5HJR3,,,,
A_23_P392738,NM_001005785,,,,,
A_23_P392942,NM_002445,,,,,
A_23_P392962,NM_006613,Q13588,,,,
A_23_P393015,NM_138403,Q9BUA6,,,,
A_23_P393025,NM_144644,Q8NEY3,,,,
A_23_P393034,NM_005329,Q96RV2,,,,
A_23_P39304,NM_002784,Q00887,,,,
A_23_P393051,NM_152365,Q8NAX2,,,,
A_23_P393080,NM_005185,P27482,,,,
A_23_P393099,NM_003226,A0A0A6YYJ4,,,,
A_23_P39315,NM_021187,Q9HBI6,,,,
A_23_P393163,NM_152381,A4UGR9,,,,
A_23_P393172,NM_031889,Q9NRM1,,,,
A_23_P393401,NR_003610,,,,,
A_23_P393425,NM_173797,Q6PIY7,,,,
A_23_P393531,NM_004027,Q96PE3,,,,
A_23_P39356,NM_005303,O14842,,,,
A_23_P393607,NM_053052,Q5SQN1,,,,
A_23_P393620,NM_006528,P48307,,,,
A_23_P39364,NM_004838,,,,,
A_23_P393645,NM_139025,,,,,
A_23_P393686,NM_175075,Q86YL5,,,,
A_23_P393713,NM_002180,P38935,,,,
A_23_P393727,NM_201266,X5D2Q8,,,,
A_23_P393749,NM_178019,Q86XQ3,,,,
A_23_P39375,NM_018316,A0A024R7N5,,,,
A_23_P393758,NM_138401,A0A024R7L6,,,,
A_23_P393766,NM_173636,,,,,
A_23_P393777,NM_000953,Q13258,,,,
A_23_P39386,NM_014266,Q9UBK5,,,,
A_23_P393880,NM_020340,C5NM88,,,,
A_23_P393955,NM_175741,Q86Y26,,,,
A_23_P39402,NM_198867,,,,,
A_23_P394043,NM_001080429,Q9P1Y5,,,,
A_23_P394064,NM_012232,Q6NZI2,,,,
A_23_P394166,NM_013354,,,,,
A_23_P394259,NM_005374,D3DX48,,,,
A_23_P394323,ENST00000491535,,,,,
A_23_P394377,NM_199464,Q8N5I3,,,,
A_23_P394395,NM_020433,Q86VZ3,,,,
A_23_P394448,NM_015283,Q2PZI1,,,,
A_23_P39453,NM_203304,,,,,
A_23_P39454,NM_024967,Q9HAH1,,,,
A_23_P394545,NM_015275,Q2M389,,,,
A_23_P394567,NM_020853,A2RU67,,,,
A_23_P394605,NM_021982,,,,,
A_23_P39465,NM_004335,A0A024R7H5,,,,
A_23_P394836,NM_022489,,,,,
A_23_P394917,NM_006662,Q6ZRS2,,,,
A_23_P394972,NM_144991,Q8WU66,,,,
A_23_P394986,NM_153836,Q8IUH2,,,,
A_23_P395075,NM_018433,Q9Y4C1,,,,
A_23_P39517,NM_018079,Q8N5C6,,,,
A_23_P395172,NM_007011,A0A024RC89,,,,
A_23_P39525,NM_024785,Q9H5Z6,,,,
A_23_P395374,NM_003539,,,,,
A_23_P395404,NM_019851,Q9NP95,,,,
A_23_P395418,NM_032097,A0A087X0F0,,,,
A_23_P39542,NM_001017927,Q3KRA6,,,,
A_23_P395426,NM_022105,,,,,
A_23_P395464,NM_144690,A0A024R4P7,,,,
A_23_P39550,NM_030923,Q8TC26,,,,
A_23_P395524,NM_007062,A0A024RBH5,,,,
A_23_P395534,NM_006511,Q92681,,,,
A_23_P395555,NM_001032372,A0A024R0P4,,,,
A_23_P395566,NM_024735,Q5XUX0,,,,
A_23_P395582,NM_174900,Q96MM3,,,,
A_23_P395585,NM_152533,Q8N5N4,,,,
A_23_P395595,NM_015308,B3KNP0,,,,
A_23_P3956,NM_198594,A0A0C4DFP7,,,,
A_23_P39561,NM_080678,Q969M7,,,,
A_23_P395632,NM_178491,Q9H3Y0,,,,
A_23_P395911,AK021860,,,,,
A_23_P395954,ENST00000394848,,,,,
A_23_P39602,NM_147233,,,,,
A_23_P39605,NM_006588,O75897,,,,
A_23_P396062,NM_021168,Q96S21,,,,
A_23_P396115,NM_173358,A0A024R019,,,,
A_23_P39616,NM_006190,A0A024R411,,,,
A_23_P396299,NR_034094,,,,,
A_23_P3963,NM_014603,A0A024R8R6,,,,
A_23_P396328,NM_003829,O75970,,,,
A_23_P396353,NM_020921,Q5XUU0,,,,
A_23_P39647,NM_005070,P48751,,,,
A_23_P39656,NM_022453,Q96BH1,,,,
A_23_P396626,NM_007247,,,,,
A_23_P396666,NM_015079,Q9UPU7,,,,
A_23_P396724,NM_152759,Q8N309,,,,
A_23_P396777,NM_006315,Q3KNV8,,,,
A_23_P396858,NM_031866,Q9H461,,,,
A_23_P396867,NM_178582,A0A0C4DGU3,,,,
A_23_P396917,NM_199124,B3KUM2,,,,
A_23_P396934,NM_001144990,Q9ULI1,,,,
A_23_P396981,NM_001012506,A2RUB6,,,,
A_23_P397019,NM_001015882,Q9H1X3,,,,
A_23_P39703,NM_003742,O95342,,,,
A_23_P397055,NM_019015,Q9P2E5,,,,
A_23_P397120,NM_001136503,O75264,,,,
A_23_P39718,NM_001042548,Q9UHY8,,,,
A_23_P397208,NM_000848,P28161,,,,
A_23_P397238,NM_054014,,,,,
A_23_P397248,NM_006536,Q9UQC9,,,,
A_23_P397293,NM_017527,Q17RY6,,,,
A_23_P397308,NM_138343,Q9NSK0,,,,
A_23_P397320,NM_144616,Q96MG2,,,,
A_23_P397341,NM_152341,Q8N4S7,,,,
A_23_P397347,NM_153255,,,,,
A_23_P397376,NM_001031804,O75444,,,,
A_23_P397391,NM_005306,C6KYL4,,,,
A_23_P397417,NM_153261,Q8N9A8,,,,
A_23_P397455,NM_145259,Q8NER5,,,,
A_23_P397468,NM_012351,P30954,,,,
A_23_P397480,NR_003088,,,,,
A_23_P397543,NR_026873,,,,,
A_23_P39755,NM_145236,Q8NFL0,,,,
A_23_P39766,NM_014905,O94925,,,,
A_23_P39774,NM_006857,A8K513,,,,
A_23_P397856,NM_001039661,A0A024R3M4,,,,
A_23_P397899,NM_021218,Q9NRY2,,,,
A_23_P3979,NM_015971,A0A024R8L0,,,,
A_23_P39790,NM_015717,Q9UJ71,,,,
A_23_P397910,NM_012116,Q9ULV8,,,,
A_23_P397933,NM_001879,,,,,
A_23_P397937,NM_152552,,,,,
A_23_P397969,NM_004514,Q01167,,,,
A_23_P39799,NM_032603,P58215,,,,
A_23_P398044,NM_052848,Q96F63,,,,
A_23_P39813,NM_022492,Q49AM3,,,,
A_23_P39814,NM_004882,Q86X95,,,,
A_23_P398172,NM_020819,Q9P2D6,,,,
A_23_P398189,NM_152538,Q5DX21,,,,
A_23_P3982,NM_032339,Q9BRT3,,,,
A_23_P398275,NR_027001,,,,,
A_23_P398294,NM_003959,O75146,,,,
A_23_P398372,NM_152833,H0YL14,,,,
A_23_P39840,NM_006634,O95183,,,,
A_23_P398449,NR_028291,,,,,
A_23_P398491,NR_002208,,,,,
A_23_P398530,NM_133334,,,,,
A_23_P398566,NM_173200,,,,,
A_23_P398637,NM_152292,Q8TBZ6,,,,
A_23_P398712,NM_015025,Q9UL68,,,,
A_23_P398770,NM_001130864,,,,,
A_23_P39881,NR_023391,,,,,
A_23_P398836,NM_020784,Q9P2K2,,,,
A_23_P398854,NM_173660,Q18PE1,,,,
A_23_P398943,ENST00000482404,,,,,
A_23_P399001,NM_016463,Q7LFL8,,,,
A_23_P399078,NM_000362,P35625,,,,
A_23_P39910,NM_001008215,Q86WW8,,,,
A_23_P399116,NM_144625,B1ANS9,,,,
A_23_P399146,NM_153263,Q6P9A3,,,,
A_23_P399156,NM_153701,P42701,,,,
A_23_P399217,NM_153445,Q8WZ94,,,,
A_23_P399251,NR_003719,,,,,
A_23_P399255,NM_152737,A0A024QZW5,,,,
A_23_P39931,NM_003494,O75923,,,,
A_23_P3994,NM_152766,Q8N2U0,,,,
A_23_P399501,NM_182470,A0A024R5Z9,,,,
A_23_P39955,NM_001615,P63267,,,,
A_23_P399681,NM_052841,Q96PN8,,,,
A_23_P399797,NR_026763,,,,,
A_23_P399834,NM_176810,Q86W25,,,,
A_23_P399864,NM_001145346,Q8N7X1,,,,
A_23_P399897,NM_178554,Q8NBH2,,,,
A_23_P400066,NM_020336,Q6MZJ2,,,,
A_23_P400078,NM_005957,A0A0K0K1D6,,,,
A_23_P400147,NM_001080402,,,,,
A_23_P400235,NM_000255,A0A024RD82,,,,
A_23_P40025,NM_014764,A0A024R110,,,,
A_23_P400298,NM_022119,Q9GZN4,,,,
A_23_P400310,NM_032044,A0A024R0M1,,,,
A_23_P400378,NM_001077191,Q8TDU6,,,,
A_23_P40039,NM_031445,A0A024RAG1,,,,
A_23_P400449,NM_020927,A8K288,,,,
A_23_P400459,NM_144964,Q6PF06,,,,
A_23_P400465,NM_138408,Q969F1,,,,
A_23_P40049,NM_004341,P27708,,,,
A_23_P400505,NM_178540,P0C862,,,,
A_23_P400515,NM_020816,Q9P2E2,,,,
A_23_P40059,NM_000534,,,,,
A_23_P400603,NR_015363,,,,,
A_23_P4007,NM_004860,P51116,,,,
A_23_P400716,NM_001010846,Q5VZ18,,,,
A_23_P40072,NM_001005369,P46199,,,,
A_23_P40078,NM_003400,B3KWD0,,,,
A_23_P400945,NM_005240,,,,,
A_23_P40096,NM_000312,P04070,,,,
A_23_P400984,NM_001178000,,,,,
A_23_P401,NM_016343,P49454,,,,
A_23_P401014,NM_005744,Q9Y4X5,,,,
A_23_P401024,NR_024347,,,,,
A_23_P401055,NM_003106,P48431,,,,
A_23_P401076,NM_145006,Q96L08,,,,
A_23_P40108,NM_001853,Q14050,,,,
A_23_P401084,NM_174945,A0A024R0U0,,,,
A_23_P401098,NM_153211,,,,,
A_23_P401106,NM_002599,O00408,,,,
A_23_P401361,NM_020845,Q9BZ72,,,,
A_23_P401380,NM_173602,Q7Z3H2,,,,
A_23_P401472,NM_000740,A0A024R3S2,,,,
A_23_P401547,NM_015480,Q9NQS3,,,,
A_23_P401568,NM_005911,P31153,,,,
A_23_P401606,NM_005711,O43854,,,,
A_23_P401675,ENST00000454295,,,,,
A_23_P401691,NM_020134,Q9BPU6,,,,
A_23_P401700,NM_019043,Q7Z5R6,,,,
A_23_P401709,NM_152504,Q8IYI0,,,,
A_23_P40174,NM_004994,P14780,,,,
A_23_P401774,NM_018712,Q8N336,,,,
A_23_P401904,NM_001009936,,,,,
A_23_P40192,NM_021248,A8K0L9,,,,
A_23_P40194,NM_017895,Q96GQ7,,,,
A_23_P402000,NM_032453,Q8NB42,,,,
A_23_P402123,NM_019599,Q502V6,,,,
A_23_P40217,NM_018431,Q9P104,,,,
A_23_P402176,NM_144681,Q96M95,,,,
A_23_P402187,NM_138694,,,,,
A_23_P402279,NM_173856,Q8NFZ6,,,,
A_23_P402287,NM_153371,Q8N448,,,,
A_23_P402319,NM_152687,A0A024QZS2,,,,
A_23_P402331,NM_145652,Q8TCV5,,,,
A_23_P40240,NM_001336,Q9UBR2,,,,
A_23_P402610,NM_012393,A8K9T9,,,,
A_23_P402670,NM_001763,P06126,,,,
A_23_P402733,NM_032195,P18583,,,,
A_23_P402751,ENST00000361739,,,,,
A_23_P402765,NM_198060,Q86VF7,,,,
A_23_P402778,NM_138700,Q6P9F5,,,,
A_23_P402787,NM_145253,Q8TB05,,,,
A_23_P402919,NM_152630,Q8NEK8,,,,
A_23_P402936,NM_003625,O75334,,,,
A_23_P40295,NM_012261,Q9UJQ1,,,,
A_23_P402952,NM_001008747,A4D2H0,,,,
A_23_P40307,NM_003092,P08579,,,,
A_23_P403081,NM_198566,Q96MH7,,,,
A_23_P40315,NM_001099407,A1L3Z8,,,,
A_23_P403284,NM_014562,,,,,
A_23_P403335,NM_015065,Q149M6,,,,
A_23_P403398,NR_002186,,,,,
A_23_P403424,NM_005090,P0C869,,,,
A_23_P403443,NM_173593,Q6L9W6,,,,
A_23_P40347,NM_178580,,,,,
A_23_P403488,NM_176821,Q86W26,,,,
A_23_P403521,NM_020192,Q9NRH1,,,,
A_23_P40354,NM_012325,Q15691,,,,
A_23_P403588,NM_017944,Q96K76,,,,
A_23_P4036,NM_018469,Q8IWB9,,,,
A_23_P403745,NM_138383,Q765P7,,,,
A_23_P403886,NM_005838,,,,,
A_23_P403898,NM_002829,B7Z9V1,,,,
A_23_P403955,NM_007375,A0A024R4E2,,,,
A_23_P403991,NM_024080,Q7Z2W7,,,,
A_23_P404005,NM_152274,,,,,
A_23_P404045,NM_005957,A0A0K0K1D6,,,,
A_23_P404059,NM_173493,Q8IV76,,,,
A_23_P404091,NM_152407,Q8TAA5,,,,
A_23_P404094,NR_027052,,,,,
A_23_P4041,NM_021213,Q549N3,,,,
A_23_P404108,NM_018999,Q9H7U1,,,,
A_23_P404134,NM_014828,O94842,,,,
A_23_P404162,NM_014707,,,,,
A_23_P404481,NM_001400,P21453,,,,
A_23_P404494,NM_002185,P16871,,,,
A_23_P40453,NM_001236,O75828,,,,
A_23_P404536,NM_005021,O14638,,,,
A_23_P404565,NM_030807,Q9BYW1,,,,
A_23_P404575,NM_144979,Q8TBY0,,,,
A_23_P404606,NM_153607,Q8IUR6,,,,
A_23_P404667,NM_001197,A0A024R4X6,,,,
A_23_P404678,NM_004283,A0A024R7G2,,,,
A_23_P404685,NM_178348,Q5T7P2,,,,
A_23_P404698,NM_153264,A8TX70,,,,
A_23_P404730,NM_052948,A1A5D2,,,,
A_23_P404821,NM_001080392,A4D1U4,,,,
A_23_P404965,NM_005275,A0A024RCR2,,,,
A_23_P405110,NM_033313,Q9UNH5,,,,
A_23_P405129,NM_000428,Q14767,,,,
A_23_P405148,NM_020194,A0A024R491,,,,
A_23_P40515,NM_053006,A0ZT99,,,,
A_23_P405161,NM_145304,A0A090N8Y1,,,,
A_23_P4052,ENST00000428928,,,,,
A_23_P405216,NM_001145083,Q8N2I2,,,,
A_23_P40527,NM_080646,,,,,
A_23_P405282,NR_038359,,,,,
A_23_P405295,NM_178434,Q5T5A8,,,,
A_23_P405531,NM_021241,O95785,,,,
A_23_P405707,ENST00000501455,,,,,
A_23_P405815,NM_005609,P11217,,,,
A_23_P405873,NM_145005,Q96LT7,,,,
A_23_P405878,NM_152319,A0A024R0Z1,,,,
A_23_P40588,NM_172002,Q8IWL3,,,,
A_23_P405885,NM_138815,Q7Z7J5,,,,
A_23_P405942,NM_015155,Q92615,,,,
A_23_P406025,NM_015225,Q8WUY3,,,,
A_23_P406071,ENST00000408913,,,,,
A_23_P406105,NM_006836,Q92616,,,,
A_23_P40611,NM_000355,P20062,,,,
A_23_P406131,NM_020422,Q96B96,,,,
A_23_P406135,NM_015662,Q9UG01,,,,
A_23_P406227,NR_024399,,,,,
A_23_P406330,NM_022733,Q8WU79,,,,
A_23_P406341,NM_001001936,Q8N4X5,,,,
A_23_P406350,NM_138431,Q96ES6,,,,
A_23_P406385,NM_153350,Q8N461,,,,
A_23_P406424,NM_175744,A0A024R0I3,,,,
A_23_P406438,NM_182691,A0A024R704,,,,
A_23_P406448,NM_016370,Q9NP90,,,,
A_23_P406458,NR_027138,,,,,
A_23_P406478,NM_001039500,Q5TIE3,,,,
A_23_P406521,NM_178460,Q9H106,,,,
A_23_P40657,NM_014291,A8K228,,,,
A_23_P406591,NR_003675,,,,,
A_23_P406616,NM_175884,Q8N9Z2,,,,
A_23_P406702,NM_203459,B3KTI4,,,,
A_23_P406782,NM_182983,P05981,,,,
A_23_P406785,NM_199350,Q5SZB4,,,,
A_23_P406928,ENST00000361567,,,,,
A_23_P40693,NM_001429,Q09472,,,,
A_23_P406986,NM_152581,Q8NHP6,,,,
A_23_P407074,NM_001005360,P50570,,,,
A_23_P407080,NM_173489,B3KXY2,,,,
A_23_P407096,NM_152625,Q8N895,,,,
A_23_P407112,NM_145263,Q8TC71,,,,
A_23_P407115,NM_003559,P78356,,,,
A_23_P407132,NM_032531,Q8IZU9,,,,
A_23_P407142,NM_033631,Q05DE3,,,,
A_23_P40718,NM_001003828,Q9HBI1,,,,
A_23_P407206,NM_018941,A0A024QZ57,,,,
A_23_P4074,NM_145054,Q8N1V2,,,,
A_23_P407472,NM_000539,P08100,,,,
A_23_P407565,NM_001337,P49238,,,,
A_23_P407583,NM_006210,Q9GZU2,,,,
A_23_P407614,NM_152901,Q8WXC3,,,,
A_23_P407654,NM_173564,Q6ZVC0,,,,
A_23_P407684,NM_178167,Q86UK7,,,,
A_23_P40782,NM_016094,Q86X83,,,,
A_23_P407840,NM_032532,Q4ZHG4,,,,
A_23_P407992,NM_020825,A7MD53,,,,
A_23_P40805,NM_014079,Q9UIH9,,,,
A_23_P408094,NM_002357,Q05195,,,,
A_23_P408095,NM_001011546,P60981,,,,
A_23_P408108,NM_006980,Q99551,,,,
A_23_P408167,NM_001004051,B3KW05,,,,
A_23_P408175,NR_029451,,,,,
A_23_P4082,NM_006584,Q92526,,,,
A_23_P408206,NM_153356,Q8IYX1,,,,
A_23_P40821,NM_032383,Q969F9,,,,
A_23_P408232,NR_024396,,,,,
A_23_P408239,NM_001252124,,,,,
A_23_P408249,NM_002591,P35558,,,,
A_23_P408271,NM_016245,Q8NBQ5,,,,
A_23_P408280,NM_001136505,Q8NA31,,,,
A_23_P408285,NM_153026,A0A024R0W7,,,,
A_23_P408341,NR_002781,,,,,
A_23_P408353,NM_002116,B1PKY1,,,,
A_23_P408376,NM_025015,O43301,,,,
A_23_P408455,NM_001104647,Q96CQ1,,,,
A_23_P40847,NM_004267,Q9Y4C5,,,,
A_23_P408473,NM_032450,,,,,
A_23_P40856,NM_020678,Q9HBL6,,,,
A_23_P40866,NM_015642,,,,,
A_23_P408675,NM_003972,O14981,,,,
A_23_P408768,NM_032482,Q8TEK3,,,,
A_23_P408787,NM_145278,Q5JQS6,,,,
A_23_P40880,NM_178868,Q8IZV2,,,,
A_23_P408830,NM_172215,Q96RR4,,,,
A_23_P408913,NM_152517,Q8N4P2,,,,
A_23_P408930,NR_027688,,,,,
A_23_P408955,NM_004091,Q14209,,,,
A_23_P408996,NM_001080480,Q6ZNC8,,,,
A_23_P409093,NM_178826,Q32M45,,,,
A_23_P409168,NM_015175,Q6ZNJ1,,,,
A_23_P40919,NM_032787,Q6ZMH4,,,,
A_23_P40936,NM_003298,F2YGU2,,,,
A_23_P409386,NM_024698,Q9H936,,,,
A_23_P409438,NM_172138,Q8IZJ0,,,,
A_23_P409449,NM_005421,Q16559,,,,
A_23_P409462,NM_173674,Q8N8Z6,,,,
A_23_P409489,NM_004088,P04053,,,,
A_23_P409502,NM_176820,Q7RTR0,,,,
A_23_P409516,NM_138333,B3KX07,,,,
A_23_P40952,NM_002880,L7RRS6,,,,
